datetime,open,high,low,close,volume
2026-02-01 12:04:00,82141.85,82178.18,82133.29,82165.43,71262
2026-02-01 12:05:00,82167.32,82175.58,82114.88,82148.93,37338
2026-02-01 12:06:00,82154.73,82330.54,82147.57,82328.9,64402
2026-02-01 12:07:00,82330.26,82449.53,82294.37,82432.84,90778
2026-02-01 12:08:00,82458.36,82506.53,82452.89,82501.84,89868
2026-02-01 12:09:00,82494.99,82504.9,82369.85,82464.77,68138
2026-02-01 12:10:00,82454.29,82600.18,82454.29,82581.18,79558
2026-02-01 12:11:00,82567.71,82597.88,82270.79,82270.79,55475
2026-02-01 12:12:00,82229.22,82229.22,82006.22,82020.87,111634
2026-02-01 12:13:00,82036.67,82201.83,82011.35,82191.07,39556
2026-02-01 12:14:00,82174.55,82189.8,82049.53,82084.91,39853
2026-02-01 12:15:00,82087.53,82087.53,81884.48,81975.41,45957
2026-02-01 12:16:00,81986.86,82132.62,81986.86,82115.31,54778
2026-02-01 12:17:00,82094.4,82094.4,81978.96,82005.22,46360
2026-02-01 12:18:00,82003.54,82003.54,81889.76,81895.03,46230
2026-02-01 12:19:00,81891.69,81891.69,81593.52,81603.19,148828
2026-02-01 12:20:00,81601.34,81647.17,81408.43,81607.25,192589
2026-02-01 12:21:00,81605.38,81605.38,81399.85,81413.33,73351
2026-02-01 12:22:00,81414.53,81555.29,81405.78,81459.8,79089
2026-02-01 12:23:00,81473.4,81560.87,81450.63,81499.2,78713
2026-02-01 12:24:00,81497.79,81512.44,81429.28,81440.91,104158
2026-02-01 12:25:00,81437.55,81570.94,81418.52,81570.58,108751
2026-02-01 12:26:00,81572.56,81577.57,81375.73,81396.78,148419
2026-02-01 12:27:00,81411.5,81411.5,81212.39,81256.1,186985
2026-02-01 12:28:00,81255.98,81283.6,81121.91,81149.17,106004
2026-02-01 12:29:00,81151.0,81166.15,81002.15,81006.16,159429
2026-02-01 12:30:00,81007.54,81007.54,80579.49,80598.4,246549
2026-02-01 12:31:00,80608.64,80608.64,79899.42,80172.36,306426
2026-02-01 12:32:00,80220.29,80736.07,80220.29,80736.07,281505
2026-02-01 12:33:00,80755.81,81008.51,80670.84,80685.31,149173
2026-02-01 12:34:00,80682.83,80848.76,80594.62,80798.44,130697
2026-02-01 12:35:00,80802.47,81005.07,80793.43,80919.53,105745
2026-02-01 12:36:00,80906.37,81156.36,80854.04,81137.34,135719
2026-02-01 12:37:00,81152.94,81289.3,81152.94,81203.13,159359
2026-02-01 12:38:00,81186.43,81242.09,81100.87,81196.37,181319
2026-02-01 12:39:00,81204.35,81380.78,81204.35,81366.59,231571
